,game_id,white_player,wn_pair,wn_outpost,wn_repositioning,wn_mobility,wb_pair,wk_side_fianchetto,wq_side_fianchetto,wb_mobility,wlong_diagonal_control,wopposite_color_b,b_p_coherency,wn_b_trade_pref,wn_b_develop_pref,wopen_files,wsemi_open_files,wback_rank_r,wdoubled_r,wdoubled_with_q,wr_mobility,wq_aggression,wq_fianchetto,wq_invasion,wq_mobility,A,B,C,D,E,A#,B#,C#,D#,E#,w_development_side,wc_earliness,wc_side,wc_relative,wc_artificial,wc_development,wp_king_protection,wp_center_strength,wp_doubled,wp_isolated,wp_backward,wp_tension,wp_color,wp_forwardness,wp_guarded_forwardness,wp_en_passant,wp_storming,wp_chain_count,wp_longest_chain,wp_non_queen,wb_rank,wb_file,wb_density,wb_attack,wb_pawn_pref,wb_minor_pref,wb_rook_pref,wb_queen_pref,wcl_MLL,wcl_ML,wcl_MM,wcl_MR,wcl_MRR,wcl_BL,wcl_BM,wcl_BR,discovered_checks_set_up,discovered_checks_given,discovered_checks_chances,P_moves,N_moves,B_moves,R_moves,Q_moves,K_moves,pins_given,time_pinned,fork_counter,pieces_guarded,num_trades,num_direct_trades,num_indirect_trades,num_direct_trades_white,num_indirect_trades_white,avg_time_between_direct_trade,exchanges_possible,king_squares_attacked,king_moves,king_moves_weighted,distance_from_king
0,https://lichess.org/FCI4ouI1,EnglishLongbow,1,0.11904761904761904,0.10531121227456093,2.738095238095238,0,0,1,0.7738095238095238,0.47619047619047616,0,1.2777777777777777,1.5227272727272727,0.5882352941176471,0.42857142857142855,0.5476190476190477,0.1076923076923077,0.0,0.0,4.333333333333333,0.0,0.0,0.0,3.8,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.26530612244897966,0.125,1,1,0,0.0,3.0,1.8155681304545497,0.0,0.8571428571428571,2.119047619047619,0.07142857142857142,-0.5,1.9826530612244901,1.0476190476190477,0.0,0.18388474047804332,0.0,2.0,0.0,1.8745651174222604,0.41999402713688433,0.36514107159310566,38.166666666666664,0.4768065268065265,0.4564625850340135,0.7142857142857143,0.5,0.13095238095238096,0.17857142857142858,0.26785714285714285,0.0,0.0,0.23809523809523808,0.44047619047619047,0.666666666666667,0,0,0,0.20270270270270271,0.1891891891891892,0.08108108108108109,0.0945945945945946,0.12162162162162163,0.32432432432432423,5,2.3333333333333335,0,0.0029086407629491523,3,3,0,1,0,2.0,0.125,0.5,1,24,3.2667667788052412
1,https://lichess.org/mTFH4jCB,EnglishLongbow,0,0.0,0.05278016760037027,2.242857142857143,0,0,0,1.1142857142857143,0.9714285714285714,-1,-1.125,0.7887323943661971,-0.3225806451612903,0.0,1.0,0.0,0.0,0.0,5.9714285714285715,0.7241379310344828,0.0,0.0,3.546875,1.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,-0.2857142857142857,0.03125,-1,1,0,0.6666666666666667,2.2,2.223591529101719,1.0571428571428572,0.22857142857142856,0.45714285714285713,0.3142857142857143,-0.19999999999999996,1.9231632653061228,0.02857142857142857,0.0,0.18185057688597803,0.4857142857142857,2.4857142857142858,0.0,1.4004413047270188,0.18199736771165342,0.4518179017087875,35.885714285714286,0.5011521811521811,0.4923809523809523,0.5,0.5142857142857142,0.02857142857142857,0.014285714285714285,0.30714285714285716,0.2785714285714286,0.0,0.457142857142857,0.0,0.5428571428571427,0,0,0,0.24324324324324326,0.10810810810810811,0.08108108108108109,0.2567567567567568,0.08108108108108109,0.24324324324324326,9,2.5,0,0.0017549971570379732,8,7,1,3,0,1.0,0.46875,0.9428571428571428,3,95,3.268525787002349
2,https://lichess.org/GTBO7JAk,EnglishLongbow,1,0.0,0.49671904535235634,2.79,0,0,0,0.44,0.0,-1,4.0,0.0,-0.15384615384615385,1.06,0.24,0.0,0.0,0.14,5.52,0.0,0.0,0.0,4.154929577464789,1.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,-0.08571428571428563,0.05555555555555555,1,1,0,0.6666666666666667,3.0,1.1366804145994105,0.0,0.32,0.62,0.08,0.0,1.773857142857143,0.44,0.0,0.18450615738274087,0.42,2.36,0.0,1.368624153624153,0.26345210345210346,0.37124023887568475,37.8,0.4987490287490287,0.49866666666666665,0.5033333333333334,0.5,0.28,0.19,0.165,0.025,0.0,0.33333333333333326,0.28,0.29333333333333333,0,0,0,0.19354838709677413,0.24193548387096764,0.04838709677419355,0.08064516129032258,0.27419354838709664,0.17741935483870963,0,1.0,0,0.00196175283975284,8,7,1,3,0,1.0,0.6571428571428571,0.3,0,0,3.2433503294653496
3,https://lichess.org/fRMIkygp,EnglishLongbow,0,0.0,0.2871316548948128,1.6666666666666667,0,0,0,3.6666666666666665,0.0,-1,-0.6875,0.0,0.4,0.0,1.125,0.0,0.0,0.125,5.375,0.25,0.0,0.0,2.3958333333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.04761904761904756,0.03571428571428571,1,1,0,0.6666666666666667,3.2,2.8414289304498617,0.0,0.0,0.125,0.08333333333333333,-0.33333333333333337,1.8541666666666667,0.0,0.0,0.1735809242011442,1.0,3.0,0.0,1.3875707625707625,0.12036088911088905,0.4278767433953192,38.791666666666664,0.4983974358974359,0.4998015873015873,0.5,0.4791666666666667,0.0,0.010416666666666666,0.25,0.25,0.0,0.6388888888888887,0.5,0.5555555555555557,0,0,0,0.25,0.12499999999999999,0.041666666666666664,0.31249999999999994,0.16666666666666666,0.12499999999999999,2,2.3333333333333335,0,0.002150912634543587,6,6,0,1,0,1.0,0.4583333333333333,0.4166666666666667,0,0,3.3738652107922937
4,https://lichess.org/SC97YeNd,EnglishLongbow,1,0.0,0.16752358753419413,2.6296296296296298,0,0,1,1.2962962962962963,0.037037037037037035,-1,3.75,0.16470588235294117,0.12903225806451613,0.5925925925925926,0.5925925925925926,0.0,0.0,0.14814814814814814,5.296296296296297,0.48148148148148145,0.0,0.0,4.611111111111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.3214285714285714,0.1,1,1,0,0.0,2.8,3.0545117276835523,0.2962962962962963,0.0,2.2222222222222223,0.0,-1.0,2.1111111111111107,0.5185185185185185,0.0,0.19535056036132362,0.25925925925925924,2.259259259259259,0.0,1.5855923911479466,0.46623356067800514,0.362088631386877,36.666666666666664,0.4545454545454546,0.49276895943562615,0.49382716049382713,0.5,0.0,0.0,0.5277777777777778,0.0,0.0,0.5185185185185187,0.4444444444444444,0.4074074074074072,0,0,0,0.29166666666666663,0.25,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0625,1,1.5,0,0.003584435683201116,6,6,0,2,0,1.0,0.25925925925925924,0.7777777777777778,0,0,3.410605471346213
5,https://lichess.org/2GyNlKQ1,EnglishLongbow,0,0.0,0.07128489326765189,3.293103448275862,0,1,0,2.1551724137931036,0.6551724137931034,1,2.9375,0.4583333333333333,-0.09523809523809523,0.5862068965517241,0.0,0.0,0.0,0.034482758620689655,3.0689655172413794,0.0,0.0,0.0,2.0816326530612246,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-0.04761904761904756,0.08333333333333333,1,1,0,0.33333333333333337,3.4,1.0408791366670052,0.0,0.27586206896551724,0.6551724137931034,0.20689655172413793,-0.6,1.6522167487684725,0.034482758620689655,0.0,0.161521348501921,0.10344827586206896,2.103448275862069,0.0,1.3228421004283073,0.1025554904865249,0.3787389927029087,34.10344827586207,0.49710634193392816,0.4998357963875205,0.5,0.5172413793103449,0.3448275862068966,0.14655172413793102,0.25862068965517243,0.0,0.0,0.2988505747126436,0.5,0.022988505747126436,0,0,0,0.23999999999999996,0.1,0.14,0.32,0.06,0.16,11,2.0,0,0.001784324144609519,7,7,0,2,0,1.0,0.5833333333333334,0.8620689655172413,0,0,3.468352116515381
6,https://lichess.org/yoXOjSib,EnglishLongbow,0,0.0,0.12643022486772484,2.125,0,0,1,1.4166666666666667,0.5,0,0.0,0.0,0.2727272727272727,0.5,0.8333333333333334,0.0,0.0,0.0,3.4583333333333335,0.2631578947368421,0.0,0.0,3.5348837209302326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.25714285714285734,0.1,1,1,0,0.0,3.2,1.6236339184063617,0.0,0.3333333333333333,2.25,0.2916666666666667,-1.0,1.637301587301587,0.0,0.0,0.1737031305914507,0.4583333333333333,2.4583333333333335,0.0,1.0691773504273505,0.3594017094017093,0.443398896607468,34.166666666666664,0.43682567432567443,0.5,0.5,0.5,0.020833333333333332,0.020833333333333332,0.11458333333333333,0.0,0.0,0.3194444444444444,0.5,0.6666666666666664,0,0,0,0.3636363636363637,0.2272727272727273,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.045454545454545456,1,0.0,0,0.002943174687966355,1,1,0,1,0,0.0,0.2857142857142857,0.08333333333333333,0,0,3.3885655838562827
7,https://lichess.org/GfV90WT4,EnglishLongbow,0,0.16393442622950818,0.09915137829287958,2.860655737704918,0,0,1,1.8360655737704918,0.9016393442622951,0,-1.725,-1.1590909090909092,0.48,0.5737704918032787,0.0,0.2345679012345679,0.0,0.09836065573770492,3.4918032786885247,1.8,0.0,0.0,4.234567901234568,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.1428571428571428,0.07142857142857142,1,1,0,0.0,2.0,1.74643552080859,0.0,0.39344262295081966,1.0,0.08196721311475409,-0.19999999999999996,2.337314597970335,0.5245901639344263,0.0,0.19578030396301507,0.03278688524590164,1.2459016393442623,0.0,1.8946285954482671,0.6201298701298702,0.3606207758571759,37.78688524590164,0.48968244869884187,0.5032006245120999,0.5027322404371585,0.5,0.0,0.11885245901639344,0.3360655737704918,0.1598360655737705,0.0,0.31147540983606553,0.06557377049180328,0.644808743169399,0,0,0,0.23913043478260865,0.15217391304347827,0.15217391304347827,0.17391304347826086,0.26086956521739124,0.043478260869565216,5,1.3333333333333333,1,0.001503689284527769,6,6,0,3,0,1.0,0.475,0.5245901639344263,1,26,3.385366455675099
8,https://lichess.org/HfQJr5Oj,EnglishLongbow,1,0.0,0.4978773997189173,2.7777777777777777,0,0,1,0.8518518518518519,0.37037037037037035,-1,-1.0,0.0,0.7619047619047619,1.037037037037037,0.2962962962962963,0.0,0.1111111111111111,0.2962962962962963,3.730769230769231,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0793650793650793,0.125,1,1,0,0.0,1.0,0.7352294405613858,0.0,1.0,1.0,0.0,-0.19999999999999996,1.7999999999999992,0.8518518518518519,0.0,0.19812570032257354,0.0,2.0,0.0,1.4845319289763734,0.4528964862298197,0.3832724804525032,34.851851851851855,0.5,0.49894179894179896,0.47530864197530864,0.5,0.2037037037037037,0.25,0.12037037037037036,0.0,0.0,0.19753086419753083,0.5185185185185185,0.39506172839506176,0,0,0,0.2153846153846154,0.4307692307692308,0.07692307692307693,0.1076923076923077,0.03076923076923077,0.15384615384615385,0,1.5,0,0.00644591957349159,8,7,1,3,1,1.0,0.3548387096774194,0.7407407407407407,1,33,2.9611948236948256
9,https://lichess.org/2YoQ6HYb,EnglishLongbow,0,0.0,0.054327396913181225,0.6944444444444444,0,0,0,2.8194444444444446,1.0,1,-3.486111111111111,0.04395604395604396,0.10526315789473684,0.6111111111111112,0.1111111111111111,0.0,0.0,0.05555555555555555,5.277777777777778,0.0,0.0,0.0,2.492063492063492,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142858,0.07142857142857142,1,1,0,0.0,2.8,1.8770320201685078,0.0,0.08333333333333333,0.5,0.05555555555555555,0.19999999999999996,1.8501322751322757,0.3611111111111111,0.0,0.1529432792205027,0.0,2.0,0.0,1.487102712102712,-0.1382918007918008,0.38739701456868836,36.75,0.5279720279720279,0.4981481481481482,0.5,0.5138888888888888,0.5,0.1597222222222222,0.3402777777777778,0.0,0.0,0.18518518518518512,0.18055555555555555,0.30555555555555547,0,0,0,0.2830188679245283,0.1320754716981132,0.20754716981132074,0.2830188679245283,0.05660377358490566,0.05660377358490566,18,2.7142857142857144,0,0.002426349263733523,6,6,0,3,0,1.0,0.3548387096774194,1.0277777777777777,0,0,3.3643314416330257
