game_id,white_player,wn_pair,wn_outpost,wn_repositioning,wn_mobility,wb_pair,wk_side_fianchetto,wq_side_fianchetto,wb_mobility,wlong_diagonal_control,wopposite_color_b,b_p_coherency,wn_b_trade_pref,wn_b_develop_pref,wopen_files,wsemi_open_files,wback_rank_r,wdoubled_r,wdoubled_with_q,wr_mobility,wq_aggression,wq_fianchetto,wq_invasion,wq_mobility,A,B,C,D,E,A#,B#,C#,D#,E#,w_development_side,wc_earliness,wc_side,wc_relative,wc_artificial,wc_development,wp_king_protection,wp_center_strength,wp_doubled,wp_isolated,wp_backward,wp_tension,wp_color,wp_forwardness,wp_guarded_forwardness,wp_en_passant,wp_storming,wp_chain_count,wp_longest_chain,wp_non_queen,wb_rank,wb_file,wb_density,wb_attack,wb_pawn_pref,wb_minor_pref,wb_rook_pref,wb_queen_pref,wcl_MLL,wcl_ML,wcl_MM,wcl_MR,wcl_MRR,wcl_BL,wcl_BM,wcl_BR,discovered_checks_set_up,discovered_checks_given,discovered_checks_chances,P_moves,N_moves,B_moves,R_moves,Q_moves,K_moves,pins_given,time_pinned,fork_counter,pieces_guarded,num_trades,num_direct_trades,num_indirect_trades,num_direct_trades_white,num_indirect_trades_white,avg_time_between_direct_trade,exchanges_possible,king_squares_attacked,king_moves,king_moves_weighted,distance_from_king
https://lichess.org/pki2dZU2,Abik02,0,0.0,0.06645218207718208,1.0416666666666667,1,0,0,1.7291666666666667,0.0,-1,2.0,0.0,0.21621621621621626,0.5416666666666666,0.3333333333333333,0.225,0.041666666666666664,0.0,3.9583333333333335,0.5,0.0,0.0,4.025,0.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.04761904761904767,0.0,0,0,0,0.0,0.9,1.0160261554428192,0.0,0.4166666666666667,0.0,0.16666666666666666,-0.2,1.369246031746031,0.4583333333333333,0.0,0.15572668015681285,0.0,1.75,0.0,1.6303950678950676,-0.42301147926147936,0.37962565392883457,41.333333333333336,0.4997086247086247,0.5027777777777778,0.4930555555555556,0.5,0.0,0.25,0.3645833333333333,0.041666666666666664,0.0,0.2499999999999999,0.020833333333333332,0.1111111111111111,3,0,1,0.2083333333333333,0.2083333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,4,0.0,0,0.003076882286951731,5,5,0,3,0,1.0,0.5,3.083333333333333,4,128,3.188121614496614
https://lichess.org/yN4OXrxD,Abik02,1,0.0,0.02534327651515152,2.265625,0,0,0,2.03125,0.0,-1,-0.16666666666666666,1.6756756756756757,0.8,0.0,0.0625,0.0,0.0,0.0,2.46875,0.0,0.0,0.0,2.6739130434782608,0.0,1.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.4285714285714286,0.0,0,0,0,0.0,1.7,1.5096598860179062,0.1875,0.34375,1.21875,0.96875,0.2,1.852976190476191,0.09375,0.0,0.1841639944187958,0.25,1.53125,0.0,1.3652618215118213,0.2274038461538461,0.43049228440449255,34.0,0.4915282634032634,0.5369791666666666,0.5,0.5,0.0,0.0078125,0.1640625,0.1953125,0.0,0.10416666666666667,0.46875,0.5937499999999996,0,0,0,0.375,0.16666666666666666,0.16666666666666666,0.041666666666666664,0.2083333333333333,0.041666666666666664,6,3.0,0,0.002646289799610112,3,3,0,2,0,1.0,0.8695652173913043,1.375,1,28,3.2303965599617785
https://lichess.org/XmMzLGw0,Abik02,0,0.0,0.0,4.0,0,0,0,2.1666666666666665,0.0,0,0.0,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,3.4090909090909087,0.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.2857142857142858,0.1,1,1,0,0.0,2.2,2.5180736151978027,0.0,0.0,0.0,0.0,-0.1428571428571429,1.7142857142857142,0.0,0.0,0.1783616396825601,0.0,2.0,0.0,1.3333333333333333,0.011111111111111072,0.4571428571428571,36.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.25,0.0,0.3333333333333333,1.0,0.0,0,0,0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.16666666666666666,0,0.0,0,0.014814814814814815,1,1,0,0,0,1.0,0.5454545454545454,0.0,1,38,3.533569023569024
https://lichess.org/GLOLAgdg,Abik02,0,0.0,0.0,2.375,0,0,0,2.1875,0.0,-1,0.0,1.4782608695652173,0.48,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.22448979591836732,0.16666666666666666,1,1,0,0.0,3.0,0.6002450479987809,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15213938639603114,0.0,1.0,0.0,1.0117132867132868,0.11841491841491847,0.3972850098076958,36.5,0.5,0.4500000000000001,0.5,0.5625,0.0,0.0,0.0,0.0625,0.0,0.0,0.25,0.3333333333333333,0,0,1,0.26666666666666666,0.25,0.08333333333333333,0.2,0.016666666666666666,0.2,6,2.0,0,0.02018638913170163,5,4,1,4,1,0.0,0.6875,0.75,0,0,3.5427323139823157
https://lichess.org/Q2DDowG1,Abik02,0,0.0,0.02399848828420257,0.7142857142857143,1,0,0,2.8571428571428568,0.0,-1,-1.0,0.0,0.4761904761904762,0.0,0.0,0.0,0.0,0.09523809523809523,2.238095238095238,0.0,0.0,0.0,2.5365853658536586,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.2380952380952379,0.0,0,0,0,0.0,2.7,2.1938556378010494,0.0,0.0,0.6190476190476191,0.0,-0.1428571428571429,1.7210884353741496,1.0,0.0,0.1789847104007025,0.0,2.0,0.0,1.3258328972614684,0.3857927786499215,0.4103922947252202,35.95238095238096,0.5,0.5111111111111112,0.5,0.5,0.0,0.011904761904761904,0.4166666666666667,0.047619047619047616,0.0,0.12698412698412698,0.4761904761904762,0.3968253968253968,0,0,0,0.29411764705882354,0.14705882352941174,0.14705882352941174,0.17647058823529413,0.14705882352941174,0.08823529411764705,7,2.0,0,0.0027389466164976376,5,5,0,2,0,1.0,0.1,0.3809523809523809,1,32,3.448999151255249
https://lichess.org/6xlOdfiS,Abik02,0,0.35,0.6870541264291263,3.5,0,0,0,3.075,0.3,1,0.0,0.0,0.3636363636363637,0.0,0.9,0.0,0.0,0.0,3.8,0.0,0.0,0.0,1.0789473684210529,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.2857142857142857,0.0,0,0,0,0.0,1.3,0.4714045207910315,0.0,0.0,0.0,0.0,-0.2,1.1983333333333328,0.0,0.0,0.16587324015580265,0.0,2.0,0.0,1.286111111111111,-0.245,0.3301854191761124,33.95,0.5219696969696969,0.4966666666666667,0.5,0.5,0.0,0.0,0.15,0.125,0.0,0.3333333333333332,0.125,0.06666666666666668,0,0,0,0.19480519480519484,0.11688311688311692,0.06493506493506494,0.32467532467532473,0.0,0.29870129870129875,25,3.0,0,0.01976515151515152,5,5,0,2,0,1.0,0.5789473684210527,1.05,1,34,3.4038183259235897
https://lichess.org/u0U6r5la,Abik02,0,0.2641509433962264,0.2297701702363792,1.8867924528301887,1,0,0,1.9339622641509435,0.3584905660377358,0,0.0,-1.1142857142857143,0.1176470588235294,0.3018867924528302,0.7169811320754716,0.0,0.09433962264150944,0.2830188679245283,3.792452830188679,0.0,0.0,0.0,3.2025316455696204,0.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.3714285714285713,0.16666666666666666,1,1,0,0.0,2.4,2.233452017739067,0.018867924528301886,0.8301886792452831,0.3207547169811321,0.18867924528301888,0.0,1.8579065588499544,0.07547169811320754,0.0,0.187777268446302,0.8490566037735849,2.69811320754717,0.0,1.5075584792565917,0.07685103156801268,0.4078402677592495,35.886792452830186,0.4659189866737033,0.5187780772686434,0.4968553459119497,0.5,0.0,0.4009433962264151,0.3632075471698113,0.0,0.0,0.20125786163522014,0.1320754716981132,0.3144654088050316,0,0,0,0.18181818181818185,0.2272727272727273,0.2272727272727273,0.18181818181818185,0.11363636363636365,0.09090909090909093,16,4.0,0,0.0012874712803513095,4,4,0,0,0,1.0,0.6410256410256411,0.22641509433962265,2,58,3.3134876375382727
https://lichess.org/BTtuVPLe,Abik02,0,0.0,0.6801090884424217,2.888888888888889,0,0,0,4.111111111111111,0.0,1,1.84,0.3555555555555556,0.8421052631578947,0.0,0.0,0.0,0.0,0.2222222222222222,4.4444444444444455,0.2608695652173913,0.0,0.0,2.3125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0625,1,1,0,0.33333333333333337,3.0,0.6859943405700353,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14667128341072375,0.0,1.0,0.0,0.9651515151515152,0.0,0.3994836105947217,32.666666666666664,0.5,0.4814814814814815,0.5,0.5555555555555556,0.0,0.0,0.05555555555555555,0.027777777777777776,0.0,0.1111111111111111,0.5,0.037037037037037035,0,0,0,0.16666666666666666,0.29166666666666663,0.25,0.2083333333333333,0.08333333333333333,0.041666666666666664,2,2.5,0,0.005536849981294426,6,6,0,4,0,1.0,0.4375,0.0,0,0,3.4616796022264777
https://lichess.org/Oy1o4u8P,Abik02,1,0.0,0.5505269479722372,2.7830188679245285,0,0,0,0.09433962264150944,0.0,0,2.0,0.8787878787878788,0.8,0.07547169811320754,0.6792452830188679,0.028571428571428567,0.22641509433962265,0.4150943396226415,4.981132075471698,0.05882352941176471,0.0,0.0,3.7857142857142856,0.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.2857142857142858,0.045454545454545456,1,1,0,0.6666666666666667,2.8,1.7740532897043837,0.5471698113207547,0.018867924528301886,0.3584905660377358,0.03773584905660377,0.3333333333333333,1.7048517520215636,0.2641509433962264,0.0,0.17645476769578944,0.3962264150943397,2.3962264150943398,0.0,1.4596554389007217,0.14997141223556312,0.4269066945597727,35.60377358490566,0.4986453797774552,0.4855345911949686,0.5,0.5,0.0,0.09905660377358493,0.2075471698113208,0.14150943396226415,0.03773584905660377,0.1949685534591195,0.6981132075471698,0.4779874213836479,0,0,0,0.14516129032258066,0.20967741935483866,0.06451612903225806,0.12903225806451613,0.2580645161290321,0.20967741935483866,10,1.3333333333333333,0,0.0014625282158212028,5,5,0,2,0,1.0,0.11428571428571427,0.490566037735849,0,0,3.3488283660783664
https://lichess.org/B4S5LMsX,Abik02,1,0.0,0.19291606118303994,2.7875,0,0,0,0.1,0.0,0,-2.4444444444444446,2.0,0.631578947368421,0.0,0.0,0.0,0.0,0.05,4.45,0.0,0.0,0.0,3.619047619047618,0.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.3809523809523809,0.1,1,1,0,0.0,1.0,1.5636635959174985,0.025,0.0,1.075,0.075,0.3333333333333333,1.7355654761904762,0.0,0.0,0.1586812026753942,0.0,2.0,0.0,1.4372290209790208,0.20026390276390268,0.418379060031692,32.575,0.5265384615384618,0.4983333333333334,0.5,0.5125,0.025,0.13125,0.175,0.075,0.05,0.4083333333333331,0.5,0.55,0,0,0,0.273972602739726,0.273972602739726,0.0547945205479452,0.1643835616438356,0.0547945205479452,0.1917808219178082,3,1.375,0,0.001292012674825175,4,4,0,3,0,1.0,0.3870967741935484,1.9,4,117,3.046669810201555
